Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
liver	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
kidney	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Rattus norvegicus	allopurinol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
hepatocyte	Homo sapiens	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
liver	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
kidney	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Rattus norvegicus	allyl alcohol
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
hepatocyte	Homo sapiens	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
liver	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Rattus norvegicus	amiodarone
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
hepatocyte	Homo sapiens	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
liver	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Rattus norvegicus	amitriptyline
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
hepatocyte	Homo sapiens	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
liver	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Rattus norvegicus	aspirin
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
hepatocyte	Homo sapiens	azathioprine
liver	Rattus norvegicus	azathioprine
liver	Rattus norvegicus	azathioprine
liver	Rattus norvegicus	azathioprine
